fips,heart_disease_death_rate,stroke_death_rate,diabetes_prevalence_pct
36075,346.7,62.3,9.4
36077,323.1,59.6,9.0
36079,313.5,43.9,7.7
36081,353.6,40.6,12.2
36083,337.6,51.0,8.5
36085,470.3,36.8,10.1
36087,286.2,47.4,9.9
36089,346.4,57.8,10.2
36091,279.3,53.1,7.6
36093,341.5,57.9,8.9
36095,311.1,47.9,8.7
36097,311.9,59.5,9.1
36099,292.7,57.1,9.1
36101,347.0,56.9,9.0
36103,332.2,47.4,8.3
36105,329.4,46.3,10.0
36107,305.9,60.1,8.6
36109,253.1,59.2,8.2
36111,319.8,46.6,8.8
36113,294.7,56.1,8.3
36115,352.8,55.8,8.6
36117,288.7,56.1,8.6
36119,279.1,41.6,8.8
36121,329.7,57.0,9.0
36123,279.5,64.0,8.9
37001,328.5,81.1,10.7
37003,314.4,81.3,10.1
37005,313.1,78.6,11.2
37007,404.9,99.4,14.6
37009,307.8,67.5,9.9
37011,340.3,72.3,10.2
37013,334.5,89.2,11.4
37015,346.5,92.9,14.9
37017,370.3,75.4,12.7
37019,258.6,77.0,8.9
37021,293.0,70.4,8.9
37023,322.5,91.2,10.9
37025,297.4,81.2,9.9
37027,350.8,75.2,10.3
37029,359.9,88.4,8.8
37031,328.0,80.4,8.7
37033,359.9,71.8,12.0
37035,309.7,86.8,10.1
37037,216.8,76.6,9.4
37039,354.5,81.4,10.1
37041,358.3,77.3,12.5
37043,318.5,70.3,9.3
37045,383.9,84.8,11.2
37047,454.8,113.7,12.8
37049,337.8,77.3,10.5
37051,344.8,73.7,12.6
37053,365.2,85.3,8.6
37055,266.2,67.9,8.1
37057,326.5,85.8,10.3
37059,281.0,85.5,9.2
37061,325.8,103.8,12.7
37063,237.4,62.7,10.4
37065,389.5,163.0,14.3
37067,278.7,80.2,11.0
37069,315.2,96.0,10.7
37071,338.9,83.9,10.7
37073,352.7,84.7,11.7
37075,333.9,74.1,9.8
37077,281.3,86.4,11.3
37079,333.7,119.4,14.3
37081,260.6,83.9,11.2
37083,364.6,111.6,15.2
37085,320.7,93.1,11.1
37087,316.6,67.6,9.2
37089,274.0,69.9,9.1
37091,325.9,78.2,15.2
37093,353.6,90.1,13.2
37095,312.3,80.1,13.3
37097,299.3,86.2,9.0
37099,295.4,65.3,10.9
37101,319.3,97.6,10.5
37103,328.4,84.1,12.7
37105,302.2,91.7,11.7
37107,446.9,122.7,14.1
37109,284.0,84.1,9.1
37111,313.0,93.2,10.3
37113,289.3,77.8,10.0
37115,336.7,79.0,9.1
37117,389.6,114.8,13.1
37119,244.0,78.6,10.1
37121,403.9,84.5,9.4
37123,326.5,94.8,11.8
37125,243.9,81.0,8.9
37127,375.3,121.3,12.3
37129,253.4,97.4,9.2
37131,322.3,73.1,14.2
37133,344.4,96.4,10.7
37135,204.1,62.4,9.0
37137,330.7,78.5,10.4
37139,443.6,79.0,11.3
37141,300.5,107.1,9.7
37143,386.5,83.8,10.7
37145,327.3,65.7,11.6
37147,331.4,110.6,12.0
37149,293.5,70.8,9.4
37151,369.5,85.9,10.9
37153,441.2,123.5,13.8
37155,444.5,98.1,16.4
37157,361.0,88.0,11.3
37159,377.4,88.2,10.8
37161,353.4,119.3,11.1
37163,341.8,88.8,13.0
37165,432.8,83.5,15.2
37167,383.5,85.2,10.5
37169,325.5,73.7,9.9
37171,310.9,88.7,10.8
37173,376.8,71.5,12.5
37175,258.4,68.8,8.9
37177,362.6,91.5,13.3
37179,242.2,77.6,9.3
37181,371.7,91.7,13.9
37183,225.8,98.3,9.0
37185,355.1,83.0,14.8
37187,371.1,93.0,14.8
37189,283.8,58.8,10.5
37191,386.4,130.9,12.5
37193,323.3,69.5,10.7
37195,368.0,111.1,14.0
37197,313.3,82.7,10.4
37199,312.0,73.5,10.0
38001,320.6,62.6,9.8
38003,238.6,58.6,9.0
38005,332.3,107.3,13.4
38007,270.8,35.9,9.2
38009,349.4,85.1,8.7
38011,280.9,45.1,8.5
38013,236.1,69.3,8.2
38015,258.5,49.6,8.1
38017,231.4,57.9,8.5
38019,287.0,70.3,8.2
38021,295.1,62.2,9.2
38023,249.8,64.7,9.0
38025,292.0,37.5,9.4
38027,323.4,87.6,10.2
38029,238.1,54.8,9.2
38031,299.2,84.4,8.7
38033,291.0,45.9,9.8
38035,307.6,63.9,9.8
38037,279.1,51.9,10.3
38039,284.8,77.0,8.3
38041,266.2,44.3,8.9
38043,244.4,56.4,9.1
38045,260.2,63.0,8.8
38047,208.9,62.9,9.5
38049,282.3,63.8,8.9
38051,335.9,71.7,9.8
38053,326.3,66.5,9.9
38055,341.5,52.0,8.6
38057,264.3,40.1,9.1
38059,283.2,49.4,8.3
38061,545.0,71.9,11.6
38063,322.1,71.9,8.6
38065,263.3,49.2,8.3
38067,266.7,52.6,9.3
38069,306.9,84.5,9.0
38071,316.1,101.0,9.8
38073,277.2,56.1,9.4
38075,270.1,66.0,8.5
38077,290.5,57.6,9.0
38079,496.1,94.8,16.5
38081,275.8,60.5,9.0
38083,253.9,53.3,9.0
38085,517.4,66.6,20.1
38087,271.5,38.9,9.4
38089,266.2,42.9,8.9
38091,261.0,58.9,9.0
38093,278.7,68.5,9.0
38095,305.7,100.7,10.4
38097,262.0,59.4,8.5
38099,306.2,66.8,9.4
38101,254.9,65.3,8.8
38103,284.1,79.4,9.4
38105,335.9,76.1,9.4
39001,424.5,106.4,12.7
39003,415.0,76.8,12.2
39005,376.8,82.5,11.2
39007,433.6,91.2,13.0
39009,357.1,71.9,12.6
39011,418.7,79.6,9.8
39013,458.3,67.5,11.5
39015,397.9,106.7,11.6
39017,327.1,112.3,11.3
39019,397.0,78.8,11.2
39021,356.7,131.8,10.2
39023,403.2,134.6,12.2
39025,323.9,104.0,10.4
39027,392.6,111.0,11.2
39029,389.4,73.6,11.8
39031,389.9,85.3,12.2
39033,405.9,78.6,11.5
39035,398.6,76.7,11.3
39037,422.7,91.2,11.3
39039,331.4,83.0,10.9
39041,293.2,82.1,8.7
39043,375.4,90.1,11.0
39045,347.1,81.0,10.4
39047,508.2,100.5,11.9
39049,339.0,83.4,11.8
39051,356.9,81.6,10.7
39053,416.2,100.8,12.3
39055,268.4,77.1,9.3
39057,325.0,126.5,9.8
39059,423.7,73.7,11.9
39061,348.1,100.2,11.9
39063,327.4,71.2,10.7
39065,404.7,74.7,11.9
39067,441.3,74.8,11.8
39069,372.3,72.7,10.5
39071,365.8,99.8,11.8
39073,394.8,80.5,12.3
39075,366.8,81.8,11.7
39077,391.3,87.8,11.1
39079,463.8,97.8,12.4
39081,479.0,76.2,12.0
39083,371.4,83.0,10.5
39085,360.2,80.9,10.2
39087,439.9,94.8,12.2
39089,341.7,83.2,10.9
39091,406.6,82.2,11.1
39093,308.3,84.0,11.5
39095,434.5,90.9,12.2
39097,367.5,93.5,10.8
39099,454.2,71.2,11.8
39101,401.8,73.9,12.5
39103,301.3,74.0,9.4
39105,412.0,90.8,13.5
39107,530.7,80.2,9.7
39109,389.9,141.7,10.3
39111,353.3,66.6,12.0
39113,372.3,136.1,12.5
39115,331.4,68.6,12.3
39117,360.9,78.5,11.0
39119,368.3,72.4,12.0
39121,257.6,65.9,11.8
39123,370.5,79.5,9.6
39125,327.9,83.5,11.2
39127,468.1,76.1,11.6
39129,399.8,80.2,11.1
39131,464.7,82.1,13.2
39133,408.1,75.5,10.5
39135,373.0,133.0,10.5
39137,354.6,73.9,9.8
39139,393.9,83.7,12.1
39141,387.0,89.9,12.6
39143,365.5,76.9,11.6
39145,499.8,82.5,12.9
39147,455.5,72.2,11.1
39149,369.4,91.5,10.9
39151,351.1,76.3,11.1
39153,360.6,75.8,11.4
39155,417.1,84.2,12.1
39157,368.5,81.1,11.0
39159,350.4,79.3,9.3
39161,357.5,81.7,10.6
39163,397.2,89.8,12.3
39165,310.1,114.9,9.4
39167,311.7,67.2,10.8
39169,365.4,76.5,10.8
39171,360.5,68.3,11.6
39173,388.8,77.2,10.2
39175,391.0,68.8,10.2
40001,576.2,78.5,15.2
40003,419.8,65.9,11.1
40005,504.1,69.9,12.7
40007,452.4,50.0,11.3
40009,465.9,68.4,12.4
40011,437.6,75.3,11.4
40013,422.1,78.1,12.0
40015,466.8,82.5,13.9
40017,346.8,73.2,9.9
40019,472.5,73.3,11.9
40021,499.7,79.7,13.1
40023,524.2,86.5,13.8
40025,356.6,53.7,10.1
40027,346.7,70.6,10.7
40029,615.8,83.2,13.9
40031,398.8,68.2,12.7
40033,401.0,89.1,12.1
40035,539.4,75.2,13.2
40037,477.2,85.4,11.2
40039,463.9,82.5,11.8
40041,472.8,80.2,12.5
40043,463.9,75.3,11.0
40045,420.6,55.4,10.6
40047,426.2,74.6,11.3
40049,479.7,78.8,11.9
40051,409.2,69.9,10.3
40053,414.2,75.8,10.4
40055,459.0,108.7,11.6
40057,434.8,81.3,13.8
40059,455.1,65.4,11.2
40061,606.7,85.4,12.4
40063,567.7,87.2,13.4
40065,433.9,76.4,12.2
40067,473.1,93.7,12.8
40069,412.1,66.1,13.2
40071,451.4,77.0,11.9
40073,375.5,75.7,10.3
40075,483.7,115.1,13.1
40077,452.0,76.7,13.8
40079,551.2,90.2,13.0
40081,446.1,76.8,11.4
40083,374.3,75.9,10.3
40085,396.4,85.1,12.2
40087,403.7,76.7,9.8
40089,519.1,107.5,13.3
40091,610.4,97.4,13.2
40093,443.2,71.2,10.5
40095,406.7,66.2,12.2
40097,495.4,76.2,12.1
40099,483.6,75.8,11.3
40101,658.0,102.5,13.4
40103,408.2,75.4,10.5
40105,471.4,67.9,12.3
40107,563.7,94.7,14.7
40109,424.4,77.5,12.0
40111,579.1,90.2,13.2
40113,397.5,72.3,11.4
40115,587.3,106.3,13.2
40117,512.7,84.2,11.5
40119,393.3,81.0,11.7
40121,594.7,76.1,11.8
40123,481.4,85.1,10.9
40125,481.3,86.6,11.5
40127,538.0,80.1,13.7
40129,435.1,60.7,11.3
40131,466.2,66.2,10.6
40133,568.4,91.9,13.7
40135,562.8,92.2,13.7
40137,481.2,86.1,11.4
40139,494.6,55.5,13.2
40141,431.5,63.8,12.9
40143,473.4,84.8,10.8
40145,411.5,76.8,10.3
40147,492.5,71.5,11.0
40149,475.2,89.2,10.8
40151,450.2,73.7,10.7
40153,467.3,62.7,10.7
41001,327.0,73.5,9.8
41003,223.2,79.7,9.3
41005,229.3,84.9,8.6
41007,267.1,73.6,9.5
41009,283.3,78.9,9.6
41011,335.4,80.4,10.2
41013,242.0,84.5,9.2
41015,343.7,79.1,9.9
41017,232.8,74.8,8.2
41019,272.0,80.0,10.5
41021,250.0,84.3,10.2
41023,288.9,80.3,10.0
41025,294.0,84.8,11.0
41027,249.2,85.7,9.4
41029,236.7,78.4,10.0
41031,279.8,90.5,11.0
41033,256.5,78.5,10.8
41035,299.8,79.6,11.2
41037,289.8,86.7,11.0
41039,259.8,83.6,9.3
41041,254.2,83.9,10.1
41043,317.6,101.5,10.1
41045,352.6,75.8,12.5
41047,239.6,81.5,11.3
41049,272.7,76.0,12.7
41051,259.7,86.1,9.1
41053,225.5,72.4,9.6
41055,269.3,81.4,10.4
41057,239.1,80.4,9.7
41059,271.5,74.4,11.4
41061,289.8,72.6,10.1
41063,288.7,67.9,8.7
41065,252.1,83.8,10.9
41067,215.0,78.1,9.2
41069,279.1,91.7,10.6
41071,267.8,78.2,9.7
42001,339.0,61.3,
42003,371.0,69.1,
42005,351.8,68.5,
42007,384.7,69.4,
42009,341.6,68.7,
42011,328.3,83.6,
42013,440.1,66.2,
42015,359.5,60.6,
42017,262.0,65.3,
42019,340.5,68.1,
42021,359.1,67.6,
42023,353.2,62.2,
42025,334.1,64.0,
42027,287.4,64.7,
42029,282.2,79.1,
42031,370.4,72.6,
42033,357.7,65.7,
42035,386.7,61.5,
42037,346.9,61.7,
42039,366.8,87.3,
42041,327.7,61.7,
42043,333.7,61.3,
42045,320.0,85.6,
42047,337.7,64.4,
42049,321.0,66.1,
42051,453.1,58.8,
42053,349.4,68.9,
42055,307.4,58.8,
42057,357.7,74.0,
42059,432.1,75.1,
42061,292.2,64.0,
42063,346.9,68.0,
42065,341.0,68.8,
42067,337.3,59.1,
42069,420.0,60.5,
42071,283.7,85.7,
42073,409.4,70.6,
42075,365.3,78.2,
42077,285.3,63.4,
42079,391.3,61.4,
42081,312.0,58.3,
42083,395.9,62.8,
42085,409.3,68.2,
42087,309.2,65.6,
42089,358.4,60.2,
42091,284.3,83.0,
42093,278.6,59.8,
42095,297.6,48.6,
42097,399.1,59.4,
42099,326.7,58.7,
42101,397.1,83.3,
42103,294.1,46.2,
42105,285.4,58.3,
42107,477.3,67.2,
42109,308.5,58.2,
42111,356.5,73.0,
42113,363.0,59.8,
42115,334.6,58.4,
42117,323.9,60.6,
42119,264.5,60.4,
42121,394.8,71.9,
42123,330.1,63.3,
42125,331.0,72.4,
42127,374.8,60.3,
42129,348.8,68.1,
42131,399.3,59.0,
42133,280.2,80.2,
44001,277.2,51.0,7.9
44003,321.7,54.9,9.6
44005,230.9,49.7,7.8
44007,321.3,52.1,10.6
44009,287.2,56.9,7.1
45001,338.5,86.6,13.2
45003,338.3,83.3,11.3
45005,429.8,101.9,17.9
45007,380.5,78.6,11.1
45009,385.0,95.2,15.6
45011,383.2,88.5,15.9
45013,186.9,62.4,9.3
45015,257.8,80.2,11.9
45017,325.2,81.6,12.9
45019,254.6,74.0,10.0
45021,510.8,83.3,12.9
45023,410.6,93.4,13.7
45025,487.8,118.7,14.8
45027,331.4,91.6,15.0
45029,452.7,100.8,13.8
45031,558.8,190.0,14.5
45033,478.0,145.5,17.3
45035,272.6,84.3,11.4
45037,312.7,76.0,13.6
45039,398.1,78.1,15.4
45041,424.8,161.8,13.2
45043,323.5,93.1,11.6
45045,289.5,74.7,10.7
45047,324.8,92.7,13.0
45049,355.9,90.1,17.1
45051,323.5,89.3,10.9
45053,291.0,69.0,13.2
45055,313.6,59.6,12.1
45057,323.1,77.0,11.3
45059,332.3,92.9,13.0
45061,527.8,123.4,16.9
45063,308.6,81.4,10.5
45065,284.3,72.1,13.6
45067,490.9,135.0,17.7
45069,656.8,112.7,17.4
45071,325.5,83.5,13.1
45073,343.3,84.9,11.4
45075,320.0,90.5,15.7
45077,393.3,81.5,11.4
45079,336.9,72.6,13.0
45081,324.5,82.3,13.3
45083,338.7,88.3,12.1
45085,309.9,106.8,13.8
45087,428.2,90.7,15.0
45089,311.3,113.5,16.3
45091,263.0,84.9,10.3
46003,319.8,59.2,9.8
46005,317.2,63.4,11.3
46007,404.6,78.6,17.3
46009,311.1,51.9,10.7
46011,285.7,79.0,9.7
46013,279.6,70.7,9.5
46015,327.0,53.6,10.3
46017,678.8,54.6,18.7
46019,280.1,102.5,10.0
46021,349.9,78.8,9.1
46023,320.6,62.0,12.4
46025,302.7,57.1,9.9
46027,330.7,49.3,10.3
46029,287.4,58.6,10.0
46031,470.3,66.1,18.3
46033,276.8,64.4,8.9
46035,302.5,63.6,9.9
46037,324.8,70.3,10.5
46039,280.2,71.2,9.1
46041,420.6,44.6,18.0
46043,307.4,59.2,10.1
46045,282.9,71.6,9.1
46047,382.8,79.6,10.9
46049,282.9,71.5,10.8
46051,305.9,95.6,9.4
46053,351.2,62.5,10.2
46055,281.1,52.9,9.8
46057,288.3,63.0,9.0
46059,324.9,64.4,8.8
46061,313.1,67.0,9.9
46063,307.1,74.1,8.5
46065,217.6,50.8,9.0
46067,306.2,56.4,9.3
46069,292.2,52.0,10.2
46071,319.0,51.2,17.1
46073,395.7,53.1,9.4
46075,294.2,,10.1
46077,285.7,66.0,9.1
46079,280.0,83.1,9.1
46081,267.3,50.5,8.8
46083,231.5,47.4,8.1
46085,374.9,56.5,13.2
46087,392.8,82.5,8.8
46089,289.4,75.6,10.1
46091,247.5,64.0,9.5
46093,282.2,49.5,8.6
46095,372.3,81.0,18.3
46097,318.0,76.4,9.7
46099,328.6,81.7,10.0
46101,326.6,83.0,9.6
46102,81.1,41.2,23.8
46103,305.0,53.2,9.9
46105,267.8,66.5,10.0
46107,277.8,57.0,9.0
46109,337.5,58.3,12.8
46111,325.6,58.4,9.6
46115,303.6,68.6,9.5
46117,144.8,53.4,8.5
46119,222.7,53.2,8.9
46121,394.6,86.9,22.9
46123,318.5,73.8,11.6
46125,402.5,65.2,9.3
46127,231.1,60.4,8.6
46129,318.6,61.2,10.2
46135,326.8,53.2,9.4
46137,259.4,53.3,18.1
47001,391.9,75.3,11.5
47003,506.1,83.3,12.3
47005,476.6,107.2,12.6
47007,365.3,75.0,13.8
47009,299.0,70.7,10.6
47011,463.0,86.9,11.5
47013,510.6,81.5,12.6
47015,380.2,85.0,11.9
47017,641.3,99.1,12.4
47019,425.9,79.2,12.5
47021,419.7,89.1,10.5
47023,440.4,98.7,12.5
47025,525.4,81.7,12.3
47027,458.5,85.2,13.0
47029,660.9,88.2,13.2
47031,498.0,76.3,11.7
47033,600.8,96.1,12.8
47035,327.4,64.2,11.7
47037,349.3,84.0,11.7
47039,491.8,106.3,13.5
47041,410.1,94.3,13.0
47043,486.4,86.8,10.8
47045,638.5,89.3,12.6
47047,392.4,95.9,12.0
47049,425.0,84.5,12.8
47051,449.2,82.7,11.5
47053,548.0,94.7,12.5
47055,497.5,94.1,12.2
47057,414.2,84.2,12.1
47059,450.1,77.5,12.1
47061,504.8,76.3,13.1
47063,412.1,82.1,12.9
47065,362.4,82.5,11.0
47067,445.0,86.7,15.6
47069,459.6,96.7,15.1
47071,579.4,100.1,12.8
47073,478.3,73.0,12.4
47075,447.3,91.6,16.5
47077,492.7,99.8,12.6
47079,529.2,99.5,12.6
47081,446.9,81.7,11.8
47083,470.8,107.4,11.7
47085,488.2,86.0,11.9
47087,402.8,97.9,12.8
47089,379.7,78.2,10.8
47091,383.3,75.2,13.4
47093,349.2,74.3,11.1
47095,630.0,89.1,17.8
47097,536.4,86.0,15.1
47099,492.4,92.1,12.4
47101,413.4,90.6,11.9
47103,504.5,89.5,11.7
47105,294.4,71.5,10.8
47107,470.0,88.3,12.4
47109,594.8,104.0,12.9
47111,418.3,88.9,12.7
47113,404.0,96.6,14.1
47115,447.1,81.0,12.6
47117,492.6,85.8,11.7
47119,351.6,83.9,10.8
47121,485.4,83.4,12.2
47123,379.9,85.2,12.2
47125,382.8,107.3,11.8
47127,488.9,73.3,11.3
47129,375.4,80.0,12.4
47131,488.3,86.7,13.0
47133,460.6,94.0,12.4
47135,471.7,88.9,13.0
47137,391.2,80.2,13.3
47139,463.8,90.3,11.7
47141,366.7,101.9,11.7
47143,418.9,78.2,12.8
47145,444.7,75.2,11.1
47147,422.1,92.4,11.1
47149,328.9,86.1,11.1
47151,460.0,86.2,14.0
47153,374.1,77.5,13.1
47155,389.5,70.2,11.5
47157,394.4,96.6,14.6
47159,379.9,95.0,11.2
47161,360.6,101.8,11.0
47163,457.6,77.3,11.9
47165,353.7,85.3,10.5
47167,412.7,95.6,12.3
47169,350.7,90.1,12.3
47171,446.9,79.2,12.6
47173,432.3,74.5,11.7
47175,357.7,102.4,11.8
47177,382.6,102.6,13.1
47179,379.4,76.4,11.2
47181,378.4,96.9,12.8
47183,393.9,96.9,12.8
47185,377.8,94.1,12.4
47187,247.0,85.0,8.5
47189,324.8,84.3,9.8
48001,422.6,104.4,13.0
48003,412.6,83.3,12.9
48005,389.6,101.8,13.0
48007,349.2,83.0,11.4
48009,364.8,87.9,9.9
48011,481.7,82.0,9.4
48013,366.5,90.5,14.0
48015,293.6,66.7,11.8
48017,358.7,68.8,14.3
48019,304.4,85.7,10.8
48021,333.2,66.6,12.0
48023,375.5,86.7,11.6
48025,414.0,92.7,14.6
48027,334.9,76.0,13.0
48029,338.8,90.7,13.8
48031,258.5,65.5,9.2
48033,352.4,84.1,9.3
48035,396.8,92.6,10.5
48037,514.5,117.2,12.1
48039,341.7,80.9,11.3
48041,324.9,62.9,12.5
48043,253.6,55.7,10.5
48045,386.4,81.9,13.3
48047,381.7,80.7,18.2
48049,450.3,91.3,11.4
48051,541.9,63.2,11.0
48053,299.4,71.8,10.3
48055,346.9,70.6,13.5
48057,341.6,79.3,12.2
48059,444.9,83.9,10.2
48061,291.3,58.0,17.5
48063,421.8,85.7,13.7
48065,442.5,77.9,9.3
48067,427.2,111.9,12.0
48069,375.7,68.9,13.7
48071,386.0,84.2,10.7
48073,409.9,94.1,12.6
48075,396.8,98.6,12.0
48077,353.1,90.7,9.8
48079,381.9,75.0,17.1
48081,316.6,82.1,11.8
48083,431.8,100.0,11.3
48085,232.6,69.2,9.1
48087,451.3,83.7,12.7
48089,384.4,83.1,11.6
48091,300.5,65.9,9.2
48093,472.2,81.7,11.4
48095,318.0,75.2,12.7
48097,317.2,111.1,10.8
48099,356.4,84.6,11.5
48101,346.1,115.8,13.9
48103,402.3,89.8,14.5
48105,363.2,65.3,13.4
48107,416.5,83.7,14.6
48109,341.4,58.8,16.2
48111,297.5,55.9,14.6
48113,321.2,87.4,12.5
48115,430.4,76.2,15.3
48117,357.2,68.2,16.0
48119,474.9,94.4,10.9
48121,236.7,70.8,9.6
48123,339.0,85.4,13.1
48125,372.4,97.3,12.2
48127,342.4,81.1,21.5
48129,456.2,91.5,10.9
48131,368.5,84.5,17.0
48133,467.7,87.4,11.4
48135,422.0,88.0,13.6
48137,319.9,76.9,13.7
48139,317.4,91.7,10.9
48141,293.9,56.2,15.3
48143,326.4,82.1,11.0
48145,353.4,83.7,13.8
48147,513.0,82.9,11.4
48149,335.0,72.3,10.1
48151,373.9,80.9,10.8
48153,416.5,83.6,14.4
48155,360.0,104.4,13.6
48157,253.7,68.9,11.1
48159,411.9,88.8,9.9
48161,354.5,93.2,11.9
48163,384.1,90.1,16.5
48165,399.1,73.0,12.3
48167,321.8,84.0,10.8
48169,392.6,83.6,14.5
48171,257.1,64.3,9.5
48173,302.1,86.1,9.9
48175,315.5,77.0,11.6
48177,324.9,80.9,13.7
48179,472.2,95.2,12.4
48181,374.4,85.8,10.6
48183,449.8,89.0,12.3
48185,382.6,67.6,12.3
48187,329.1,64.8,11.6
48189,423.3,83.1,15.0
48191,363.5,92.0,13.6
48193,320.6,82.0,11.0
48195,390.4,57.9,12.3
48197,398.3,93.9,11.9
48199,477.3,68.7,10.4
48201,307.7,83.1,13.2
48203,372.6,72.0,11.9
48205,274.4,83.4,10.8
48207,405.1,63.5,12.3
48209,237.1,71.2,10.8
48211,389.3,58.3,9.7
48213,478.7,92.8,11.3
48215,314.0,55.9,17.7
48217,385.8,96.4,11.5
48219,394.3,82.9,12.9
48221,304.6,89.4,9.2
48223,429.6,93.2,11.2
48225,367.3,96.6,13.5
48227,463.7,85.5,13.1
48229,291.6,56.0,17.4
48231,434.0,91.1,11.2
48233,592.0,79.9,11.0
48235,328.0,81.1,10.3
48237,402.0,91.5,11.8
48239,365.9,88.9,12.1
48241,515.8,101.3,12.9
48243,252.4,57.4,13.1
48245,481.6,86.7,14.2
48247,318.0,91.7,20.2
48249,488.8,87.6,16.2
48251,375.7,93.2,11.0
48253,428.2,79.7,12.9
48255,472.6,99.3,14.4
48257,424.8,88.7,11.5
48259,286.5,66.5,8.8
48261,318.0,57.5,14.9
48263,282.6,101.4,9.3
48265,301.5,71.3,10.8
48267,306.8,71.8,11.7
48269,309.8,86.2,12.2
48271,302.7,73.2,13.2
48273,446.4,87.2,15.4
48275,344.6,71.0,12.5
48277,476.5,86.2,11.9
48279,408.8,82.5,14.3
48281,329.6,79.2,11.0
48283,317.9,75.8,16.6
48285,336.0,74.8,11.1
48287,358.6,66.4,12.4
48289,349.1,69.1,11.4
48291,514.3,89.3,13.8
48293,405.8,92.1,13.1
48295,372.0,39.9,12.1
48297,368.3,92.3,14.2
48299,264.9,75.1,10.1
48301,383.2,,
48303,411.9,83.5,12.0
48305,402.6,83.1,13.4
48307,383.0,95.6,11.9
48309,340.2,91.8,12.2
48311,329.6,77.2,14.1
48313,402.2,70.6,12.9
48315,418.6,92.1,12.8
48317,371.2,82.2,11.5
48319,226.5,68.5,9.9
48321,381.9,96.9,13.9
48323,300.3,70.6,18.1
48325,363.6,90.4,12.4
48327,336.0,79.3,12.1
48329,317.5,88.9,11.4
48331,315.6,70.1,11.9
48333,327.9,82.6,9.9
48335,352.9,87.6,13.5
48337,445.3,103.0,10.5
48339,332.5,71.3,10.4
48341,353.9,78.1,14.7
48343,459.7,98.5,12.5
48345,390.7,101.5,10.5
48347,370.5,98.8,13.0
48349,420.5,98.7,13.5
48351,523.5,98.1,14.1
48353,430.7,80.2,14.0
48355,305.5,86.7,14.5
48357,461.5,55.7,13.5
48359,374.1,78.8,11.3
48361,545.5,96.5,10.9
48363,430.0,87.0,11.6
48365,378.1,75.5,11.3
48367,319.1,92.4,9.2
48369,356.4,68.2,13.5
48371,333.5,65.5,16.0
48373,556.4,138.1,12.5
48375,550.0,87.1,14.4
48377,192.4,47.1,17.8
48379,435.2,92.2,10.3
48381,366.7,64.9,10.0
48383,310.3,84.2,13.7
48385,320.7,82.8,12.6
48387,531.1,98.7,12.5
48389,360.1,61.1,17.5
48391,342.6,78.8,14.0
48393,478.5,74.0,8.9
48395,437.0,68.5,12.3
48397,317.6,77.9,8.7
48399,373.7,79.0,11.8
48401,407.0,86.8,12.2
48403,413.7,92.6,11.1
48405,350.1,102.7,15.2
48407,382.9,64.3,12.7
48409,355.5,85.9,13.9
48411,276.1,85.8,12.0
48413,344.4,77.2,11.9
48415,276.9,86.5,12.4
48417,437.0,76.7,9.5
48419,389.3,90.9,13.7
48421,330.2,58.7,11.2
48423,417.1,87.9,11.7
48425,324.1,88.1,9.8
48427,343.0,77.3,20.5
48429,454.2,95.1,11.8
48431,348.3,82.8,9.4
48433,370.2,74.2,11.5
48435,329.1,60.9,14.0
48437,389.4,66.8,15.5
48439,298.8,93.2,11.4
48441,430.1,80.9,11.3
48443,328.2,60.7,10.4
48445,414.9,80.8,15.1
48447,391.8,89.8,11.0
48449,418.5,83.9,14.0
48451,316.7,77.7,11.9
48453,238.6,66.0,9.5
48455,410.6,99.3,11.8
48457,500.3,72.3,12.7
48459,432.3,83.9,11.4
48461,359.2,90.5,14.8
48463,328.5,80.8,14.6
48465,333.4,63.9,15.7
48467,438.5,89.1,10.7
48469,328.2,74.1,12.9
48471,344.7,76.4,13.8
48473,353.7,77.4,12.2
48475,401.7,89.0,13.5
48477,288.3,63.7,10.7
48479,306.9,72.7,16.8
48481,429.9,113.2,12.9
48483,448.9,60.2,11.8
48485,374.0,84.1,11.6
48487,375.8,86.8,14.2
48489,295.6,57.5,19.0
48491,247.6,66.8,9.5
48493,326.7,84.4,11.0
48495,414.5,85.7,13.3
48497,395.2,83.9,10.3
48499,422.6,85.4,10.6
48501,395.3,72.6,13.0
48503,425.0,97.8,10.8
48505,296.3,73.6,20.1
48507,407.4,89.1,21.4
49001,305.6,61.4,8.9
49003,352.7,70.2,8.9
49005,290.2,72.0,9.5
49007,386.1,65.2,10.8
49009,256.0,47.5,9.4
49011,311.4,70.2,8.4
49013,313.6,61.1,10.2
49015,460.9,56.7,9.4
49017,247.1,65.5,8.9
49019,264.6,67.8,9.3
49021,221.8,62.0,9.7
49023,306.3,64.2,8.9
49025,307.6,66.5,8.9
49027,298.5,54.7,10.1
49029,301.3,67.3,7.5
49031,318.5,66.1,11.0
49033,261.6,64.5,9.4
49035,290.0,65.7,8.7
49037,220.2,66.2,13.7
49039,293.6,65.3,10.3
49041,322.7,55.7,9.1
49043,200.8,57.2,7.2
49045,312.1,65.7,9.4
49047,376.4,54.5,10.2
49049,306.7,65.2,8.8
49051,257.8,65.1,7.4
49053,204.1,64.5,8.8
49055,277.5,58.6,9.9
49057,333.4,71.6,8.9
50001,324.5,57.2,6.5
50003,344.2,57.8,7.3
50005,314.8,59.6,7.7
