year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text,tract_fips
2023,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.3,3.5,5.2,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,HLTHOUT,COPD,CrdPrv,COPD,45019004616
2023,SC,South Carolina,Charleston,45019,45019002503,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,22.2,18.7,25.7,2382,1931,"{'type': 'Point', 'coordinates': [-80.2361945, 32.6960652]}",45019002503,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019002503
2023,SC,South Carolina,Charleston,45019,45019004701,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,25.8,22.4,29.6,5804,4449,"{'type': 'Point', 'coordinates': [-79.8675218, 32.7801651]}",45019004701,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019004701
2023,SC,South Carolina,Charleston,45019,45019003111,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,10.2,8.7,12.0,5102,3827,"{'type': 'Point', 'coordinates': [-80.02956, 32.8740625]}",45019003111,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,45019003111
2023,SC,South Carolina,Charleston,45019,45019004612,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,8.5,6.3,11.2,7245,6014,"{'type': 'Point', 'coordinates': [-79.8334709, 32.8352937]}",45019004612,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,45019004612
2023,SC,South Carolina,Charleston,45019,45019003300,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,21.9,18.4,25.4,3763,2826,"{'type': 'Point', 'coordinates': [-80.0072624, 32.8844248]}",45019003300,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019003300
2023,SC,South Carolina,Charleston,45019,45019003000,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,5.6,4.3,7.4,3897,3153,"{'type': 'Point', 'coordinates': [-79.9726864, 32.7772471]}",45019003000,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019003000
2023,SC,South Carolina,Charleston,45019,45019002402,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,20.6,18.1,23.5,2627,2095,"{'type': 'Point', 'coordinates': [-80.3516406, 32.774506]}",45019002402,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019002402
2023,SC,South Carolina,Charleston,45019,45019002300,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,87.3,85.3,89.2,1884,1660,"{'type': 'Point', 'coordinates': [-80.315321, 32.5734128]}",45019002300,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019002300
2023,SC,South Carolina,Charleston,45019,45019002005,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.9,4.3,5.5,7122,5368,"{'type': 'Point', 'coordinates': [-79.9132447, 32.7310699]}",45019002005,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019002005
2023,SC,South Carolina,Charleston,45019,45019005500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,23.6,20.9,26.1,1377,1104,"{'type': 'Point', 'coordinates': [-79.9555528, 32.8532551]}",45019005500,HLTHOUT,DIABETES,CrdPrv,Diabetes,45019005500
2023,SC,South Carolina,Charleston,45019,45019005601,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,25.1,22.6,27.6,10428,8215,"{'type': 'Point', 'coordinates': [-80.0758621, 32.7953702]}",45019005601,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019005601
2023,SC,South Carolina,Charleston,45019,45019002702,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,20.5,17.4,23.9,4679,3711,"{'type': 'Point', 'coordinates': [-80.0087214, 32.792693]}",45019002702,HLTHSTAT,GHLTH,CrdPrv,General Health,45019002702
2023,SC,South Carolina,Charleston,45019,45019003107,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.3,3.8,4.8,7501,5945,"{'type': 'Point', 'coordinates': [-80.1009931, 32.9600374]}",45019003107,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019003107
2023,SC,South Carolina,Charleston,45019,45019002613,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.2,6.3,8.1,5255,4447,"{'type': 'Point', 'coordinates': [-80.0433793, 32.8200406]}",45019002613,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019002613
2023,SC,South Carolina,Charleston,45019,45019004610,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,78.4,75.6,81.0,5007,3829,"{'type': 'Point', 'coordinates': [-79.7688751, 32.8245244]}",45019004610,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019004610
2022,SC,South Carolina,Charleston,45019,45019003115,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,35.9,31.9,39.9,7372,5826,"{'type': 'Point', 'coordinates': [-80.0612119, 32.9799447]}",45019003115,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019003115
2023,SC,South Carolina,Charleston,45019,45019003200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.6,11.8,17.8,1638,1247,"{'type': 'Point', 'coordinates': [-80.0497104, 32.899309]}",45019003200,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019003200
2023,SC,South Carolina,Charleston,45019,45019002401,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,10.3,9.1,11.5,1468,1214,"{'type': 'Point', 'coordinates': [-80.3344445, 32.6689342]}",45019002401,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019002401
2023,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.2,6.5,7.8,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019003106
2022,SC,South Carolina,Charleston,45019,45019003800,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,48.1,44.8,51.2,3187,2451,"{'type': 'Point', 'coordinates': [-79.9987862, 32.8582395]}",45019003800,PREVENT,DENTAL,CrdPrv,Dental Visit,45019003800
2023,SC,South Carolina,Charleston,45019,45019003500,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,19.0,16.1,22.2,3333,2735,"{'type': 'Point', 'coordinates': [-79.9908044, 32.8884799]}",45019003500,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019003500
2023,SC,South Carolina,Charleston,45019,45019002108,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.4,10.1,14.9,2742,2190,"{'type': 'Point', 'coordinates': [-80.1314358, 32.731955]}",45019002108,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,45019002108
2023,SC,South Carolina,Charleston,45019,45019002108,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,36.2,33.0,39.4,2742,2190,"{'type': 'Point', 'coordinates': [-80.1314358, 32.731955]}",45019002108,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019002108
2023,SC,South Carolina,Charleston,45019,45019001500,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.3,9.2,13.7,1520,1312,"{'type': 'Point', 'coordinates': [-79.9522715, 32.8070997]}",45019001500,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019001500
2023,SC,South Carolina,Charleston,45019,45019002106,BRFSS,Disability,Any disability among adults,%,Crude prevalence,26.8,23.5,30.3,3543,2898,"{'type': 'Point', 'coordinates': [-80.0630058, 32.7576426]}",45019002106,DISABLT,DISABILITY,CrdPrv,Any Disability,45019002106
2023,SC,South Carolina,Charleston,45019,45019000400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,8.8,11.5,3213,3045,"{'type': 'Point', 'coordinates': [-79.935326, 32.7825377]}",45019000400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019000400
2023,SC,South Carolina,Charleston,45019,45019002104,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,2.3,1.7,3.1,2012,1952,"{'type': 'Point', 'coordinates': [-80.0573024, 32.6121375]}",45019002104,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019002104
2023,SC,South Carolina,Charleston,45019,45019003600,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,22.4,19.0,26.0,2729,2375,"{'type': 'Point', 'coordinates': [-79.984269, 32.8778634]}",45019003600,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019003600
2023,SC,South Carolina,Charleston,45019,45019005602,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.9,4.2,5.6,6558,5367,"{'type': 'Point', 'coordinates': [-80.0934286, 32.8114143]}",45019005602,HLTHOUT,COPD,CrdPrv,COPD,45019005602
2023,SC,South Carolina,Charleston,45019,45019004702,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,34.6,31.5,37.6,2332,1923,"{'type': 'Point', 'coordinates': [-79.8635983, 32.8007285]}",45019004702,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019004702
2023,SC,South Carolina,Charleston,45019,45019004620,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.3,18.7,24.2,5455,4488,"{'type': 'Point', 'coordinates': [-79.8300457, 32.7918747]}",45019004620,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019004620
2023,SC,South Carolina,Charleston,45019,45019005001,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.2,9.3,13.2,1696,1420,"{'type': 'Point', 'coordinates': [-79.6522483, 33.0343517]}",45019005001,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,45019005001
2023,SC,South Carolina,Charleston,45019,45019003107,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.1,4.6,5.7,7501,5945,"{'type': 'Point', 'coordinates': [-80.1009931, 32.9600374]}",45019003107,DISABLT,VISION,CrdPrv,Vision Disability,45019003107
2023,SC,South Carolina,Charleston,45019,45019003600,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,13.2,10.8,15.9,2729,2375,"{'type': 'Point', 'coordinates': [-79.984269, 32.8778634]}",45019003600,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019003600
2023,SC,South Carolina,Charleston,45019,45019002006,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.7,2.3,3.1,5022,3875,"{'type': 'Point', 'coordinates': [-79.934609, 32.7325383]}",45019002006,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019002006
2023,SC,South Carolina,Charleston,45019,45019003700,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,9.0,7.7,10.3,3291,2510,"{'type': 'Point', 'coordinates': [-79.9825338, 32.8671057]}",45019003700,DISABLT,VISION,CrdPrv,Vision Disability,45019003700
2023,SC,South Carolina,Charleston,45019,45019002900,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,29.3,25.1,33.4,2839,2471,"{'type': 'Point', 'coordinates': [-79.9838555, 32.7894663]}",45019002900,HLTHOUT,OBESITY,CrdPrv,Obesity,45019002900
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,12.0,10.4,13.6,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019005800
2023,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,15.0,12.9,17.2,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019003106
2023,SC,South Carolina,Charleston,45019,45019000200,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.2,14.9,19.5,1372,1223,"{'type': 'Point', 'coordinates': [-79.9282235, 32.770791]}",45019000200,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019000200
2023,SC,South Carolina,Charleston,45019,45019003107,BRFSS,Disability,Any disability among adults,%,Crude prevalence,27.7,24.4,30.9,7501,5945,"{'type': 'Point', 'coordinates': [-80.1009931, 32.9600374]}",45019003107,DISABLT,DISABILITY,CrdPrv,Any Disability,45019003107
2023,SC,South Carolina,Charleston,45019,45019002106,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,7.1,6.0,8.4,3543,2898,"{'type': 'Point', 'coordinates': [-80.0630058, 32.7576426]}",45019002106,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019002106
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.3,3.9,4.8,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019003104
2023,SC,South Carolina,Charleston,45019,45019004609,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.6,7.6,9.7,7846,5973,"{'type': 'Point', 'coordinates': [-79.7305349, 32.8538067]}",45019004609,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019004609
2023,SC,South Carolina,Charleston,45019,45019005100,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,15.0,12.6,17.9,1639,1483,"{'type': 'Point', 'coordinates': [-79.9264498, 32.7866809]}",45019005100,HLTHSTAT,GHLTH,CrdPrv,General Health,45019005100
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,36.6,32.6,40.9,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019003104
2023,SC,South Carolina,Charleston,45019,45019004617,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,13.3,11.0,15.9,9958,6952,"{'type': 'Point', 'coordinates': [-79.7518013, 32.9036483]}",45019004617,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019004617
2023,SC,South Carolina,Charleston,45019,45019005500,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,19.6,17.0,22.3,1377,1104,"{'type': 'Point', 'coordinates': [-79.9555528, 32.8532551]}",45019005500,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019005500
2023,SC,South Carolina,Charleston,45019,45019002002,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,25.1,22.0,28.3,6128,5079,"{'type': 'Point', 'coordinates': [-79.9611767, 32.7340159]}",45019002002,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019002002
2023,SC,South Carolina,Charleston,45019,45019002606,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,6.8,5.9,7.7,2130,1717,"{'type': 'Point', 'coordinates': [-79.9780481, 32.819367]}",45019002606,DISABLT,HEARING,CrdPrv,Hearing Disability,45019002606
2023,SC,South Carolina,Charleston,45019,45019005900,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.9,5.8,13.3,5521,4882,"{'type': 'Point', 'coordinates': [-79.963007, 32.801472]}",45019005900,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019005900
2023,SC,South Carolina,Charleston,45019,45019004621,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.1,4.4,8.7,5968,4911,"{'type': 'Point', 'coordinates': [-79.8946004, 32.8147818]}",45019004621,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019004621
2023,SC,South Carolina,Charleston,45019,45019004800,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,21.1,18.2,23.9,1891,1487,"{'type': 'Point', 'coordinates': [-79.8607661, 32.7629758]}",45019004800,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019004800
2023,SC,South Carolina,Charleston,45019,45019004610,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.0,18.4,23.7,5007,3829,"{'type': 'Point', 'coordinates': [-79.7688751, 32.8245244]}",45019004610,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019004610
2023,SC,South Carolina,Charleston,45019,45019004400,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,8.9,7.8,10.0,2240,1755,"{'type': 'Point', 'coordinates': [-79.9619676, 32.830558]}",45019004400,DISABLT,VISION,CrdPrv,Vision Disability,45019004400
2023,SC,South Carolina,Charleston,45019,45019005400,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.4,3.9,4.8,2100,1449,"{'type': 'Point', 'coordinates': [-79.9429888, 32.8200646]}",45019005400,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019005400
2023,SC,South Carolina,Charleston,45019,45019003109,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.0,6.4,7.7,3376,2681,"{'type': 'Point', 'coordinates': [-80.0794055, 32.8942569]}",45019003109,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019003109
2023,SC,South Carolina,Charleston,45019,45019003500,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,4.6,3.7,5.6,3333,2735,"{'type': 'Point', 'coordinates': [-79.9908044, 32.8884799]}",45019003500,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019003500
2023,SC,South Carolina,Charleston,45019,45019002614,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,30.6,26.5,34.8,3469,2866,"{'type': 'Point', 'coordinates': [-80.0444568, 32.8019252]}",45019002614,HLTHOUT,OBESITY,CrdPrv,Obesity,45019002614
2023,SC,South Carolina,Charleston,45019,45019004300,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,23.2,20.1,26.5,2144,1600,"{'type': 'Point', 'coordinates': [-79.9649043, 32.8492682]}",45019004300,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019004300
2023,SC,South Carolina,Charleston,45019,45019002402,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,9.6,8.8,10.5,2627,2095,"{'type': 'Point', 'coordinates': [-80.3516406, 32.774506]}",45019002402,DISABLT,VISION,CrdPrv,Vision Disability,45019002402
2023,SC,South Carolina,Charleston,45019,45019002801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.0,14.4,19.6,4409,3631,"{'type': 'Point', 'coordinates': [-80.038344, 32.7772208]}",45019002801,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019002801
2023,SC,South Carolina,Charleston,45019,45019004701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.1,7.1,9.1,5804,4449,"{'type': 'Point', 'coordinates': [-79.8675218, 32.7801651]}",45019004701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019004701
2023,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Disability,Any disability among adults,%,Crude prevalence,20.1,17.3,23.3,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,DISABLT,DISABILITY,CrdPrv,Any Disability,45019004616
2023,SC,South Carolina,Charleston,45019,45019002801,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,10.2,8.9,11.6,4409,3631,"{'type': 'Point', 'coordinates': [-80.038344, 32.7772208]}",45019002801,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019002801
2023,SC,South Carolina,Charleston,45019,45019004617,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,4.8,4.1,5.4,9958,6952,"{'type': 'Point', 'coordinates': [-79.7518013, 32.9036483]}",45019004617,DISABLT,HEARING,CrdPrv,Hearing Disability,45019004617
2023,SC,South Carolina,Charleston,45019,45019003107,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,5.0,4.4,5.7,7501,5945,"{'type': 'Point', 'coordinates': [-80.1009931, 32.9600374]}",45019003107,HLTHOUT,COPD,CrdPrv,COPD,45019003107
2023,SC,South Carolina,Charleston,45019,45019002008,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,5.8,4.9,6.9,4703,4217,"{'type': 'Point', 'coordinates': [-79.9828216, 32.6768775]}",45019002008,HLTHOUT,COPD,CrdPrv,COPD,45019002008
2023,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,25.2,21.9,28.7,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019004616
2022,SC,South Carolina,Charleston,45019,45019004614,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,4.8,3.9,5.9,7689,5769,"{'type': 'Point', 'coordinates': [-79.8708566, 32.8596909]}",45019004614,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019004614
2023,SC,South Carolina,Charleston,45019,45019005702,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,9.8,8.4,11.5,3790,3021,"{'type': 'Point', 'coordinates': [-80.108165, 32.8683707]}",45019005702,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019005702
2023,SC,South Carolina,Charleston,45019,45019003116,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,10.1,8.6,11.7,4736,3864,"{'type': 'Point', 'coordinates': [-80.0462872, 32.9509983]}",45019003116,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019003116
2023,SC,South Carolina,Charleston,45019,45019004701,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.4,2.0,2.8,5804,4449,"{'type': 'Point', 'coordinates': [-79.8675218, 32.7801651]}",45019004701,HLTHOUT,STROKE,CrdPrv,Stroke,45019004701
2023,SC,South Carolina,Charleston,45019,45019003111,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.0,9.9,14.3,5102,3827,"{'type': 'Point', 'coordinates': [-80.02956, 32.8740625]}",45019003111,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,45019003111
2023,SC,South Carolina,Charleston,45019,45019001000,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,63.9,61.1,66.7,2331,2112,"{'type': 'Point', 'coordinates': [-79.9443325, 32.7919285]}",45019001000,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019001000
2022,SC,South Carolina,Charleston,45019,45019004400,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.7,73.0,83.6,2240,1755,"{'type': 'Point', 'coordinates': [-79.9619676, 32.830558]}",45019004400,PREVENT,MAMMOUSE,CrdPrv,Mammography,45019004400
2022,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,25.6,22.3,29.1,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019004616
2023,SC,South Carolina,Charleston,45019,45019004618,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,4.5,3.6,5.5,6534,4867,"{'type': 'Point', 'coordinates': [-79.8001535, 32.8712607]}",45019004618,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019004618
2023,SC,South Carolina,Charleston,45019,45019004619,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.5,2.1,3.1,5467,4602,"{'type': 'Point', 'coordinates': [-79.838778, 32.8153925]}",45019004619,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019004619
2023,SC,South Carolina,Charleston,45019,45019001901,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.7,8.5,11.0,4394,3625,"{'type': 'Point', 'coordinates': [-79.9967682, 32.7470539]}",45019001901,HLTHOUT,DIABETES,CrdPrv,Diabetes,45019001901
2022,SC,South Carolina,Charleston,45019,45019002002,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.1,4.9,7.4,6128,5079,"{'type': 'Point', 'coordinates': [-79.9611767, 32.7340159]}",45019002002,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019002002
2023,SC,South Carolina,Charleston,45019,45019002802,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,25.7,21.9,29.7,2663,2190,"{'type': 'Point', 'coordinates': [-80.0035774, 32.774876]}",45019002802,HLTHOUT,OBESITY,CrdPrv,Obesity,45019002802
2023,SC,South Carolina,Charleston,45019,45019002605,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,8.6,7.3,10.0,3907,3291,"{'type': 'Point', 'coordinates': [-79.99282, 32.8034113]}",45019002605,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,45019002605
2023,SC,South Carolina,Charleston,45019,45019002701,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,9.3,7.5,11.3,2597,2190,"{'type': 'Point', 'coordinates': [-80.0287926, 32.7976991]}",45019002701,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019002701
2023,SC,South Carolina,Charleston,45019,45019003300,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,40.9,37.9,43.8,3763,2826,"{'type': 'Point', 'coordinates': [-80.0072624, 32.8844248]}",45019003300,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019003300
2023,SC,South Carolina,Charleston,45019,45019004620,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,80.5,77.7,83.0,5455,4488,"{'type': 'Point', 'coordinates': [-79.8300457, 32.7918747]}",45019004620,PREVENT,CHECKUP,CrdPrv,Annual Checkup,45019004620
2022,SC,South Carolina,Charleston,45019,45019002612,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.5,7.8,11.4,6677,5472,"{'type': 'Point', 'coordinates': [-80.0204648, 32.8174841]}",45019002612,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019002612
2023,SC,South Carolina,Charleston,45019,45019004618,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,3.5,2.5,4.8,6534,4867,"{'type': 'Point', 'coordinates': [-79.8001535, 32.8712607]}",45019004618,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019004618
2023,SC,South Carolina,Charleston,45019,45019004901,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.0,5.1,7.0,1838,1523,"{'type': 'Point', 'coordinates': [-79.7864097, 32.7868965]}",45019004901,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019004901
